"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Congo","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Congo","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Congo","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Congo","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Congo","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Congo","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Congo","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Congo Dem. Rep.","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Congo Dem. Rep.","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Congo Dem. Rep.","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Congo Dem. Rep.","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Congo Dem. Rep.","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Congo Dem. Rep.","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","41",""
"Congo Dem. Rep.","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Congo Dem. Rep.","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Costa Rica","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Costa Rica","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Costa Rica","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Costa Rica","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Costa Rica","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Costa Rica","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Costa Rica","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Costa Rica","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Côte d’Ivoire","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Côte d’Ivoire","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Côte d’Ivoire","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Côte d’Ivoire","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Côte d’Ivoire","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Côte d’Ivoire","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Côte d’Ivoire","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Côte d’Ivoire","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Croatia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Croatia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Croatia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Croatia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Croatia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Croatia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Croatia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Croatia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Cuba","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Cuba","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Cuba","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Cuba","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Cuba","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Cuba","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Cuba","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Cuba","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Cyprus","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Cyprus","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Cyprus","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Cyprus","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Cyprus","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Cyprus","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Cyprus","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Cyprus","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Czech Republic","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Czech Republic","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Czech Republic","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Czech Republic","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Czech Republic","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Czech Republic","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Czech Republic","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Czech Republic","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Denmark","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Denmark","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Denmark","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Denmark","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Denmark","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Denmark","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Denmark","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Denmark","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Djibouti","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Djibouti","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Djibouti","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Djibouti","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Djibouti","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Djibouti","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Djibouti","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Djibouti","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Dominican Republic","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Dominican Republic","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Dominican Republic","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Dominican Republic","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Dominican Republic","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Dominican Republic","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Dominican Republic","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Dominican Republic","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Ecuador","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Ecuador","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Ecuador","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Ecuador","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Ecuador","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Ecuador","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Ecuador","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Ecuador","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Egypt","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Egypt","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Egypt","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Egypt","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Egypt","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Egypt","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Egypt","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Egypt","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"El Salvador","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"El Salvador","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"El Salvador","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"El Salvador","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"El Salvador","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"El Salvador","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"El Salvador","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"El Salvador","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Equatorial Guinea","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Equatorial Guinea","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Equatorial Guinea","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Equatorial Guinea","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Equatorial Guinea","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Equatorial Guinea","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Equatorial Guinea","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Equatorial Guinea","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Eritrea","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Eritrea","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Eritrea","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Eritrea","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Eritrea","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Eritrea","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Eritrea","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Eritrea","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Estonia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Estonia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Estonia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Estonia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Estonia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Estonia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Estonia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Estonia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Ethiopia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Ethiopia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Ethiopia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Ethiopia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Ethiopia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Ethiopia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Ethiopia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Ethiopia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Federated States of Micronesia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Federated States of Micronesia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Federated States of Micronesia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Federated States of Micronesia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Federated States of Micronesia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Federated States of Micronesia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Federated States of Micronesia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Federated States of Micronesia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Fiji","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Fiji","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Fiji","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Fiji","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Fiji","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Fiji","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Fiji","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Fiji","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Finland","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82","5"
"Finland","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81","5"
"Finland","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80","5"
"Finland","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","79","5"
"Finland","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75","5"
"Finland","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73","5"
"Finland","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72","5"
"Finland","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71","5"
"France","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","83",""
"France","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"France","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"France","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"France","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"France","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"France","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"France","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"French Guiana","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"French Guiana","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"French Guiana","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"French Guiana","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"French Guiana","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"French Guiana","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"French Guiana","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"French Guiana","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"French Polynesia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"French Polynesia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"French Polynesia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"French Polynesia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"French Polynesia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"French Polynesia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"French Polynesia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"French Polynesia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Gabon","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Gabon","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Gabon","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Gabon","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Gabon","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Gabon","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Gabon","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Gabon","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Gambia The","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Gambia The","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Gambia The","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Gambia The","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Gambia The","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Gambia The","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Gambia The","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Gambia The","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Georgia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Georgia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Georgia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Georgia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Georgia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Georgia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Georgia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Georgia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Germany","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Germany","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Germany","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Germany","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Germany","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Germany","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Germany","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Germany","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Ghana","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Ghana","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Ghana","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Ghana","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Ghana","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Ghana","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Ghana","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Ghana","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Greece","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Greece","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Greece","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Greece","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Greece","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Greece","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Greece","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Greece","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Grenada","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Grenada","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Grenada","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Grenada","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Grenada","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Grenada","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Grenada","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Grenada","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Guadeloupe","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Guadeloupe","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Guadeloupe","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Guadeloupe","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Guadeloupe","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Guadeloupe","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Guadeloupe","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Guadeloupe","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Guam","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Guam","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Guam","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Guam","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Guam","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Guam","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Guam","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Guam","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Guatemala","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Guatemala","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Guatemala","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Guatemala","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Guatemala","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Guatemala","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Guatemala","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Guatemala","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Guinea","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Guinea","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Guinea","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Guinea","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Guinea","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Guinea","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Guinea","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Guinea","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Guinea-Bissau","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Guinea-Bissau","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Guinea-Bissau","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Guinea-Bissau","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Guinea-Bissau","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Guinea-Bissau","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Guinea-Bissau","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","42",""
"Guinea-Bissau","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","40",""
"Guyana","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Guyana","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Guyana","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Guyana","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Guyana","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Guyana","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Guyana","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Guyana","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Haiti","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Haiti","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Haiti","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Haiti","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Haiti","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Haiti","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Haiti","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
